,AAPL,AIG,AMZN,AXP,BA,BAC,CAJ,CAT,CL,CMCSA,COP,CSCO,CVC,CVS,CVX,DD,DELL,F,GD,GE,GS,GSK,HD,HMC,HPQ,IBM,JPM,K,KMB,KO,LMT,MAR,MCD,MMM,MSFT,MTU,NAV,NOC,NVS,PEP,PFE,PG,R,RTN,SAP,SNE,SNY,TM,TOT,TWX,TXN,UN,VLO,WAG,WFC,WMT,XOM,XRX,YHOO
2011-08-26,366.63,23.11,199.27,46.77,59.08,7.67,45.88,79.8,41.2,19.53,44.85,14.3,15.73,32.94,88.45,42.16,14.21,9.79,56.65,14.11,107.4,36.4,31.92,31.51,23.23,160.7,33.47,48.75,61.48,31.68,64.92,25.04,82.48,75.17,23.32,4.3,40.2,48.31,50.48,58.17,16.5,57.33,41.7,37.93,51.03,20.69,31.92,71.65,40.05,28.02,23.75,30.51,17.94,32.2,22.83,49.45,67.61,7.25,12.74
2011-08-29,372.74,24.84,206.53,46.84,60.77,8.29,46.59,82.6,42.11,20.17,46.4,14.69,16.33,34.1,90.17,43.45,14.48,10.29,58.24,14.56,111.55,37.15,31.91,31.85,24.44,164.0,34.79,49.65,62.03,32.25,65.65,26.46,83.27,77.13,23.86,4.38,42.5,49.95,51.0,59.09,17.11,57.81,42.7,38.82,52.23,21.63,32.43,72.1,41.25,29.28,24.35,30.51,18.66,33.08,23.61,49.72,68.99,7.56,13.68
2011-08-30,372.76,24.74,210.92,46.95,62.12,8.03,46.42,84.17,42.51,20.24,46.44,14.59,16.3,34.31,89.86,44.11,14.37,10.23,59.11,14.64,111.03,36.65,31.75,31.68,24.38,163.9,34.26,49.76,62.11,32.31,66.35,26.45,83.82,77.1,24.22,4.36,41.57,50.4,50.91,59.42,17.11,58.18,43.85,39.07,51.76,22.01,32.08,70.94,40.74,29.5,24.38,30.37,18.91,33.12,23.59,49.37,68.79,7.57,13.84
2011-08-31,367.83,25.17,215.23,47.96,62.9,8.09,47.24,85.27,42.2,20.42,46.6,14.63,16.38,34.45,90.27,44.16,14.38,10.47,59.23,14.81,112.03,37.2,31.57,32.32,24.36,163.33,34.72,50.19,62.69,32.58,66.43,26.64,83.48,77.96,24.56,4.5,41.4,50.59,52.15,59.82,17.2,58.35,44.23,39.42,52.36,21.95,32.52,71.84,41.56,29.88,24.39,30.82,19.53,32.85,24.24,49.72,68.9,7.79,13.61
2011-09-01,364.19,24.63,212.54,47.76,62.13,7.83,46.85,82.97,42.17,20.53,46.53,14.77,16.18,34.32,89.97,43.74,14.22,10.21,58.33,14.71,108.12,37.01,31.14,32.66,24.02,161.83,33.56,49.87,62.34,32.58,65.41,26.16,83.17,76.67,24.2,4.42,41.01,49.52,52.25,59.56,17.14,57.96,43.33,38.81,51.64,21.76,32.32,71.17,41.27,29.54,23.8,30.83,19.34,33.26,23.43,49.22,68.4,7.61,13.35
2011-09-02,357.52,23.51,210.0,46.8,60.23,7.17,46.03,80.0,41.52,19.94,45.48,14.38,15.36,33.99,88.05,42.77,13.78,9.81,56.33,14.31,103.2,36.26,30.43,31.8,22.78,158.65,32.01,49.54,61.75,32.25,63.9,24.82,82.26,74.55,23.82,4.32,39.58,47.98,51.12,58.77,16.73,57.31,41.67,37.63,49.94,20.73,31.17,69.34,40.18,28.88,23.34,30.34,18.86,32.44,22.47,48.64,67.15,7.42,12.87
2011-09-06,362.96,23.17,216.18,46.37,59.05,6.92,45.06,80.3,41.74,19.66,44.98,14.26,15.02,34.35,87.32,42.21,13.78,9.62,55.74,13.85,100.79,36.09,30.31,30.45,22.11,156.87,30.91,49.45,61.87,32.11,63.77,24.16,82.01,73.35,23.56,4.18,38.8,47.85,49.9,57.98,16.9,57.16,40.42,37.16,48.89,19.86,30.89,68.27,38.28,28.3,23.18,29.7,18.61,32.75,22.21,48.31,66.22,7.33,12.91
2011-09-07,366.97,25.23,219.9,48.22,61.05,7.4,45.7,83.1,43.06,20.31,46.08,14.82,15.5,35.52,90.68,43.4,14.07,9.94,56.71,14.35,104.43,36.68,31.09,30.95,22.59,158.96,32.19,50.28,62.71,32.74,65.31,25.16,82.45,75.69,24.01,4.26,39.12,49.19,50.89,57.21,17.23,57.47,42.33,38.15,50.82,20.45,31.49,69.85,39.61,28.99,24.09,30.0,19.16,33.66,23.18,49.0,68.55,7.54,13.61
2011-09-08,367.17,24.43,217.26,47.79,59.09,7.13,45.27,81.56,42.43,20.34,45.1,15.2,15.11,35.51,89.87,42.44,13.87,9.73,55.83,14.16,101.01,36.32,30.7,30.41,22.34,157.0,30.98,50.27,62.38,32.92,64.41,24.39,81.82,74.46,24.21,4.15,38.61,48.89,49.99,56.95,17.06,57.64,41.62,37.77,49.26,20.1,30.32,69.37,39.38,28.16,24.01,29.13,19.94,33.48,22.66,48.8,67.78,7.36,14.44
2011-09-09,360.8,23.21,211.39,45.61,58.13,6.91,44.04,78.67,41.73,19.85,43.97,14.77,14.5,35.01,86.93,41.41,13.51,9.46,54.54,13.7,98.56,35.67,30.14,29.53,21.2,153.32,29.65,49.06,61.57,32.08,64.08,23.73,78.51,72.01,23.77,4.16,36.87,47.99,49.44,55.69,16.57,56.66,40.16,37.06,47.29,19.63,29.08,67.8,38.14,27.27,24.27,28.44,19.19,32.96,21.84,48.01,66.09,6.95,14.48
2011-09-12,363.15,23.43,216.56,45.79,58.69,6.98,44.3,78.59,41.14,20.07,43.98,15.02,14.48,35.28,87.59,40.51,13.73,9.52,54.45,13.63,99.21,35.52,30.6,29.3,21.24,154.31,29.97,48.64,61.59,32.09,64.68,23.69,79.59,73.49,23.91,4.13,36.46,48.55,48.72,55.83,16.54,56.65,39.97,37.33,47.21,19.5,28.63,68.17,37.82,27.56,24.46,28.01,19.21,33.27,22.38,48.44,66.87,7.06,14.26
2011-09-13,367.63,24.0,219.53,46.21,59.12,6.93,44.7,79.67,41.96,20.74,44.33,15.26,15.11,35.07,87.61,40.85,13.91,9.57,54.53,13.99,100.34,35.37,30.89,29.88,21.36,155.27,30.03,48.47,61.82,32.18,65.1,24.79,79.52,73.1,24.05,4.24,37.0,48.52,49.28,56.2,16.61,56.75,41.33,37.47,47.48,19.54,28.68,69.05,37.86,27.78,24.8,27.68,18.99,33.52,22.62,48.22,66.69,7.21,14.26
2011-09-14,372.1,24.33,222.57,47.26,59.29,6.98,43.38,80.07,42.87,20.87,45.16,15.24,16.17,35.18,88.87,41.64,14.37,9.71,55.33,14.34,100.77,35.61,31.72,30.4,21.57,158.89,30.32,48.66,62.47,32.49,65.88,25.74,80.1,74.63,24.47,4.27,38.5,49.01,49.96,57.17,16.69,57.12,42.31,37.45,48.3,19.88,29.22,69.57,38.45,28.23,25.38,28.16,18.88,34.19,22.93,48.79,67.61,7.34,14.55
2011-09-15,375.6,24.88,226.78,47.62,60.51,7.25,43.26,81.15,43.29,21.47,45.81,15.56,15.85,35.4,90.65,42.52,14.81,10.01,56.59,14.74,104.08,35.77,32.42,31.5,21.89,161.6,31.25,49.62,62.97,33.07,67.55,26.22,81.32,75.75,24.92,4.33,38.72,50.17,50.36,58.69,16.76,57.52,42.98,37.91,49.65,20.03,29.87,71.21,39.34,29.15,25.79,28.36,19.27,34.8,23.39,49.08,68.89,7.42,14.89
2011-09-16,382.8,25.28,239.3,48.35,61.5,7.16,44.29,80.49,43.92,21.78,46.06,15.51,16.19,34.75,90.99,43.1,14.7,10.0,56.02,14.97,103.61,36.01,32.73,31.42,22.14,164.36,30.9,49.89,63.91,33.17,68.08,26.57,81.52,75.66,25.04,4.42,39.06,50.77,50.0,57.61,16.45,58.94,42.59,38.42,49.6,20.5,29.84,70.81,39.09,29.22,25.89,28.4,19.08,34.48,23.17,49.22,69.39,7.53,14.97
2011-09-19,393.44,24.5,241.69,46.97,60.35,6.92,43.84,79.27,43.77,21.7,45.71,15.41,15.9,34.24,90.15,42.43,14.38,9.92,55.62,14.83,101.03,36.06,32.49,31.31,21.55,164.49,30.03,49.42,64.01,32.82,68.67,26.15,82.0,74.42,25.13,4.39,38.2,49.9,49.31,56.22,16.37,58.47,41.98,38.19,48.47,20.17,29.26,70.84,38.28,29.04,25.78,28.01,18.41,34.57,22.59,49.03,68.6,7.42,14.61
2011-09-20,395.18,24.44,233.25,47.53,59.79,6.83,44.07,78.39,44.07,21.57,45.87,15.43,15.86,34.35,89.31,42.04,14.39,9.81,55.05,14.7,98.91,36.51,32.92,30.91,21.14,166.0,29.81,49.38,64.52,32.9,67.55,26.03,82.47,74.42,24.91,4.31,37.27,49.88,49.41,56.06,16.53,58.71,40.67,37.71,48.59,19.81,29.57,70.43,38.05,29.46,25.63,28.16,18.04,34.6,22.91,48.88,68.89,7.28,14.36
2011-09-21,393.93,22.8,231.87,46.53,57.4,6.31,43.53,74.36,42.21,20.75,44.46,14.78,15.27,33.89,86.09,40.81,14.21,9.38,52.94,14.1,94.33,35.55,32.0,30.01,22.56,164.38,28.05,48.62,63.46,32.26,65.05,25.27,80.81,71.72,24.0,4.23,35.11,48.06,49.0,56.44,16.17,57.74,38.26,36.3,48.22,19.18,28.64,68.3,37.24,28.3,25.02,27.69,17.1,33.93,22.02,47.97,66.99,7.03,13.96
2011-09-22,384.07,21.47,223.23,44.99,55.24,6.0,42.75,69.25,41.0,19.96,43.04,14.31,14.73,33.2,82.35,38.1,13.54,9.06,51.64,13.79,90.59,35.01,31.26,28.97,21.45,160.2,27.06,48.43,63.37,31.58,65.49,24.38,79.4,68.49,23.14,4.12,32.69,47.36,48.16,56.56,15.85,56.05,36.63,35.41,46.79,18.66,28.01,66.97,35.63,27.28,24.41,27.55,15.97,32.87,21.52,47.0,64.45,6.67,13.99
2011-09-23,386.44,22.05,223.61,44.81,55.98,6.24,43.28,69.21,41.71,20.32,42.79,14.57,15.4,32.74,82.2,37.01,13.93,9.28,51.69,13.94,91.75,35.33,31.89,29.07,21.0,160.89,27.35,48.6,64.08,31.39,64.55,24.72,80.68,69.51,23.14,4.22,34.24,47.28,47.93,56.02,15.82,56.12,36.56,35.85,46.85,19.02,28.37,67.85,35.78,28.21,25.33,28.0,15.89,32.55,22.0,47.49,64.51,6.66,14.71
2011-09-26,385.36,23.31,229.85,45.88,58.33,6.53,44.54,72.01,42.63,20.79,43.9,14.92,15.81,33.0,83.55,38.0,14.27,9.49,52.55,14.27,95.56,36.07,32.16,29.78,21.37,165.8,29.26,49.35,64.84,32.02,66.06,25.19,82.49,70.64,23.49,4.34,35.26,48.54,48.91,57.46,16.11,57.3,36.99,36.85,47.93,18.99,29.0,68.77,37.2,29.02,25.5,28.49,16.51,33.62,23.02,48.45,66.76,6.95,14.75
2011-09-27,381.62,23.23,224.21,45.42,59.06,6.41,45.74,72.78,42.72,21.2,43.99,15.0,16.27,33.28,85.43,38.66,14.67,9.53,53.88,14.45,95.96,36.65,32.04,30.03,22.19,168.84,29.18,50.06,65.19,32.4,66.5,25.88,82.86,71.66,23.7,4.41,35.83,49.54,49.46,57.96,16.09,57.96,38.1,37.0,49.31,19.22,29.66,68.8,37.99,29.94,26.09,28.74,16.51,31.51,23.18,48.64,67.86,7.11,14.54
2011-09-28,379.47,22.56,229.71,44.83,58.25,6.1,45.15,70.35,41.62,20.89,43.28,14.78,15.47,32.64,83.78,37.4,14.41,9.35,53.1,14.16,92.85,36.31,31.78,29.57,21.82,168.69,28.17,49.61,63.94,31.69,65.65,25.29,81.28,69.15,23.62,4.44,33.37,48.26,49.82,57.53,15.91,57.48,36.42,36.74,49.3,19.34,29.39,69.14,37.7,29.05,25.43,28.46,15.87,30.56,22.7,47.96,67.08,6.9,14.19
2011-09-29,373.31,22.74,222.44,45.07,58.67,6.28,45.87,70.64,42.0,20.59,44.07,14.79,15.11,32.69,86.2,37.83,14.38,9.41,53.78,14.54,96.27,36.26,31.96,30.13,22.37,170.23,29.02,49.76,65.23,32.15,64.91,26.11,81.98,70.02,23.5,4.55,33.46,49.34,50.43,58.1,16.3,58.37,37.06,37.62,50.1,19.73,30.17,70.21,38.84,28.97,25.3,29.03,15.99,30.35,23.21,48.54,68.77,6.93,13.42
2011-09-30,364.47,21.81,216.23,43.32,56.92,6.06,45.26,69.19,41.59,19.86,43.35,14.47,14.26,32.22,84.56,36.56,13.68,9.1,52.59,13.95,91.14,35.87,31.09,29.01,21.12,166.14,27.84,49.15,65.03,31.46,65.04,24.78,81.09,67.45,22.98,4.45,32.12,48.32,49.75,57.47,16.02,57.89,35.24,37.27,48.62,19.0,29.17,68.26,37.87,28.28,24.8,28.55,15.29,30.69,22.4,48.51,67.6,6.58,13.17
2011-10-03,358.05,20.33,211.98,41.95,54.8,5.47,44.59,66.11,41.42,19.44,41.75,14.18,13.62,31.63,82.08,35.21,13.46,8.82,51.46,13.47,86.83,35.21,29.88,28.6,20.89,164.64,26.48,48.86,64.71,30.46,63.71,23.82,79.43,66.64,22.65,4.34,30.68,47.12,48.79,55.97,15.71,57.58,33.31,36.4,46.48,18.11,28.35,66.97,36.37,27.33,24.62,27.94,14.76,30.29,21.53,48.57,66.22,6.34,13.53
2011-10-04,356.04,20.42,212.5,41.9,55.63,5.7,44.5,67.97,41.47,20.21,42.63,14.6,14.4,31.66,83.54,36.8,14.06,9.49,52.79,13.62,91.17,35.68,30.71,28.73,21.66,166.02,28.22,49.16,64.45,30.37,65.09,24.66,79.85,67.65,23.4,4.28,32.56,47.88,49.49,56.12,15.94,58.06,35.2,37.0,48.02,18.82,29.19,67.21,38.07,28.36,25.36,28.51,15.44,30.65,22.48,49.43,67.79,6.62,14.46
2011-10-05,361.54,21.22,219.5,42.06,56.41,5.71,45.32,69.58,41.98,20.65,43.76,15.14,14.7,31.92,86.45,37.7,14.88,9.94,53.79,14.0,90.89,36.33,31.05,29.03,22.45,168.02,28.76,48.93,64.42,30.51,64.91,25.64,79.25,68.14,23.91,4.26,33.03,47.94,49.16,55.97,16.3,58.04,36.22,36.84,49.26,18.78,29.18,66.69,38.7,29.2,26.24,28.43,16.86,30.82,22.75,49.22,68.83,6.73,15.92
2011-10-06,360.7,21.88,221.51,43.04,57.84,6.22,46.44,72.24,42.3,21.09,44.05,15.7,15.13,32.38,86.4,38.29,15.04,10.34,54.94,14.24,94.4,36.8,31.57,29.45,23.57,172.62,30.2,49.38,65.0,30.45,65.48,26.18,80.44,70.13,24.32,4.28,33.6,48.43,50.07,56.23,16.52,58.28,37.19,37.3,50.51,19.12,29.65,67.2,39.98,29.53,26.36,29.14,17.44,31.13,23.56,49.31,68.77,6.8,15.65
2011-10-07,353.46,20.83,224.74,42.07,58.15,5.84,45.14,70.76,42.41,21.06,43.92,15.61,14.84,32.41,86.21,38.33,14.78,10.06,55.5,14.21,89.35,37.25,32.08,29.03,23.41,173.29,28.63,49.54,64.99,30.69,66.26,25.63,80.52,69.35,24.24,4.22,33.58,48.91,50.07,56.65,16.71,58.56,36.62,37.79,50.44,18.25,29.25,66.13,40.51,29.12,26.94,28.92,17.01,31.17,22.79,50.2,68.47,6.77,15.47
2011-10-10,371.63,22.05,231.32,44.03,60.23,6.22,46.38,74.15,43.03,22.0,45.83,16.01,15.85,32.95,89.68,39.49,15.57,10.55,57.49,14.8,92.67,38.0,32.78,29.67,24.22,177.31,30.12,49.94,65.63,31.15,67.82,26.95,81.73,72.08,24.88,4.34,35.94,50.67,51.58,57.44,17.15,59.37,38.48,38.78,52.6,19.0,30.44,68.0,42.29,30.32,27.74,29.27,18.09,31.41,24.26,51.23,71.0,7.06,15.84
2011-10-11,382.6,22.23,235.48,44.33,60.18,6.3,46.0,75.58,42.38,21.94,45.88,15.92,15.6,32.97,89.13,39.72,15.65,10.58,57.3,14.8,93.21,37.65,32.83,29.98,24.39,175.77,30.12,50.1,65.43,31.11,68.33,26.63,82.49,71.79,24.93,4.34,37.61,50.8,51.33,56.58,17.08,59.16,38.85,38.56,52.92,19.58,30.34,67.31,42.22,30.62,27.57,29.42,18.67,31.53,24.19,51.15,70.99,7.01,15.86
2011-10-12,384.42,23.61,236.81,45.56,60.51,6.51,46.47,76.55,42.79,22.53,46.45,16.16,15.45,33.26,89.3,40.23,15.71,10.71,58.27,15.03,95.54,37.7,32.84,30.12,24.34,176.83,30.96,50.3,65.93,31.42,68.16,27.5,81.59,73.62,24.89,4.34,38.56,51.24,51.79,58.21,17.06,59.46,40.65,39.28,53.49,19.94,30.67,67.8,43.17,31.06,27.64,29.6,19.12,30.93,25.03,51.6,71.82,7.06,15.77
2011-10-13,390.38,22.88,236.15,44.88,59.76,6.16,46.02,76.31,42.73,22.49,46.34,16.32,15.9,33.29,89.31,40.04,15.83,10.67,57.61,14.87,92.68,38.05,32.54,30.01,24.11,177.5,29.47,49.86,65.39,31.38,68.42,27.43,82.47,73.09,25.1,4.38,38.68,50.32,51.8,57.89,17.0,59.24,40.9,39.09,53.94,20.22,31.3,67.7,43.63,31.13,28.29,30.1,19.47,30.75,24.26,51.43,71.08,7.12,15.93
2011-10-14,403.35,23.22,246.71,44.66,60.1,6.13,45.51,78.79,43.31,22.85,47.69,16.45,16.42,33.7,91.75,41.25,16.08,10.88,57.82,15.22,93.24,37.91,33.15,29.61,24.56,181.02,29.74,50.67,65.86,31.59,68.04,27.89,83.05,74.12,25.18,4.37,41.51,50.53,52.24,57.78,17.26,59.46,42.25,39.42,55.37,20.17,31.5,67.46,44.8,31.64,28.78,30.96,20.31,30.79,24.77,51.84,72.7,7.3,15.91
2011-10-17,401.43,22.1,242.33,43.71,58.12,5.97,44.63,76.39,42.65,22.36,47.24,16.09,15.61,33.37,90.06,40.05,15.45,10.73,56.79,14.88,93.41,37.55,32.77,29.56,23.39,177.28,28.95,50.66,65.22,31.2,66.9,26.7,81.87,71.29,24.91,4.33,39.19,49.87,51.21,57.46,16.94,58.88,40.53,38.68,54.48,20.37,30.61,67.32,43.7,31.12,28.11,30.27,19.46,31.62,22.68,51.21,72.11,7.05,15.7
2011-10-18,403.58,23.29,243.88,45.22,59.71,6.57,44.98,79.38,43.31,22.7,47.84,16.41,15.9,33.72,94.02,41.15,15.84,11.09,58.38,15.32,98.56,37.7,34.0,31.07,24.09,169.97,30.65,50.66,65.74,31.08,68.03,27.75,82.77,73.62,25.22,4.4,40.38,50.39,51.56,57.94,17.19,59.48,42.77,39.52,56.04,20.79,30.99,68.12,44.69,31.86,28.75,30.53,20.11,31.56,24.01,52.24,73.43,7.26,15.47
2011-10-19,381.01,22.4,231.53,44.69,59.37,6.33,45.04,78.3,43.24,22.47,48.09,16.08,15.7,33.43,93.37,40.07,15.38,10.88,58.22,15.14,97.16,37.64,33.48,30.52,23.5,168.54,30.07,50.34,65.54,31.21,67.57,27.12,82.75,73.0,25.05,4.37,40.35,50.09,50.68,57.66,17.05,59.81,42.56,39.59,54.7,20.24,30.64,67.34,43.98,31.57,28.15,30.16,19.63,31.49,23.38,52.58,73.0,7.2,15.94
2011-10-20,377.84,22.76,233.61,44.75,58.79,6.4,45.14,79.39,42.97,22.5,48.58,16.11,15.38,33.48,94.42,40.37,14.56,11.01,58.86,15.24,97.22,38.19,33.79,29.53,23.28,168.4,30.89,50.26,65.66,31.25,67.78,27.42,82.19,73.92,24.97,4.38,40.1,50.12,51.72,57.67,16.98,60.13,43.31,39.41,55.12,20.23,30.81,66.79,44.71,31.69,27.87,30.29,20.1,31.34,23.92,52.69,73.26,7.18,16.18
2011-10-21,375.51,23.85,234.78,46.95,60.76,6.39,46.34,82.34,44.33,23.23,49.66,16.29,15.93,34.23,96.37,41.3,14.74,11.54,60.88,14.95,98.41,39.09,34.86,30.4,23.88,172.56,31.17,50.8,66.85,31.75,69.3,28.17,85.25,75.61,25.08,4.41,41.69,51.69,52.43,57.82,17.27,61.21,44.24,40.52,56.54,20.71,31.68,67.61,45.4,32.82,28.35,31.04,20.36,31.85,24.43,53.21,74.58,7.39,16.12
2011-10-24,387.84,24.98,237.61,48.36,60.91,6.65,46.89,86.47,43.07,23.55,49.86,16.44,16.38,34.48,97.05,42.16,15.19,11.78,61.17,15.08,100.23,38.85,34.71,30.91,24.48,173.15,32.24,50.61,63.79,31.6,70.49,28.98,84.96,77.21,25.11,4.41,42.93,52.17,52.51,57.65,17.55,60.38,45.29,40.97,57.31,20.38,32.02,68.03,45.66,32.95,29.49,31.01,19.99,32.01,24.63,53.08,74.62,7.55,16.71
2011-10-25,380.19,24.02,227.15,47.88,59.94,6.39,45.11,84.7,42.47,23.11,48.86,16.51,15.86,34.37,95.43,41.11,15.1,11.7,60.82,14.87,96.82,38.23,34.09,30.43,23.57,171.36,31.23,49.78,63.69,31.18,70.64,28.3,84.74,72.38,24.76,4.37,41.57,52.4,50.29,57.39,17.1,59.59,44.02,40.42,56.98,20.21,30.92,66.32,45.07,32.1,28.82,30.64,18.78,31.55,23.73,53.01,73.94,7.57,16.24
2011-10-26,382.9,25.16,198.4,48.88,62.61,6.52,46.26,86.28,42.74,23.67,49.7,16.5,15.88,34.87,97.51,42.17,15.39,11.17,59.55,14.99,102.5,38.94,34.57,30.53,24.23,172.89,31.87,50.4,64.36,31.42,68.36,28.87,84.75,72.36,24.55,4.36,42.55,51.5,50.88,57.57,17.47,60.0,45.94,39.11,58.23,20.61,31.5,66.89,45.73,32.69,28.85,30.95,21.62,31.02,23.92,53.63,75.46,7.74,16.3
2011-10-27,386.81,26.35,206.78,50.44,63.49,7.15,47.31,90.76,43.11,23.47,50.36,17.28,15.7,35.89,99.52,44.58,15.79,11.37,61.15,15.92,112.2,38.87,35.2,32.02,25.39,176.6,34.52,50.89,65.04,31.93,67.74,30.3,86.34,76.48,25.16,4.66,43.97,53.39,52.19,58.38,17.98,60.28,48.22,40.36,60.24,22.06,33.33,69.26,47.62,33.79,29.78,31.52,22.56,31.84,25.14,54.04,76.21,8.09,16.63
2011-10-28,387.06,26.17,217.32,50.47,64.13,7.27,47.11,91.25,43.06,22.77,49.59,17.39,13.73,35.47,100.13,45.15,15.78,11.3,61.02,15.81,111.68,39.03,34.16,32.4,26.29,178.09,34.21,50.62,64.45,32.1,67.54,29.82,86.14,76.1,24.91,4.66,44.08,53.65,51.93,58.67,17.96,59.79,48.67,40.13,60.07,22.38,33.12,69.66,47.04,33.48,29.48,31.78,22.96,31.54,25.15,53.42,75.84,8.05,16.56
2011-10-31,386.9,24.53,213.51,49.04,61.89,6.76,45.55,89.0,42.66,22.38,48.15,17.36,13.12,34.98,95.94,43.97,15.29,10.99,59.83,15.32,105.6,38.91,33.86,29.76,25.03,175.42,32.41,50.09,63.84,31.81,67.96,28.66,85.74,74.24,24.59,4.33,42.07,53.49,50.38,58.44,17.46,59.11,47.86,40.73,57.98,20.97,31.79,66.71,45.15,33.02,28.76,31.3,21.15,30.98,24.06,53.02,72.68,7.72,15.64
2011-11-01,378.99,23.27,212.1,47.46,59.42,6.33,44.87,86.33,41.58,21.94,46.95,16.48,13.23,34.13,93.22,42.88,14.64,10.43,57.25,14.69,99.81,38.13,33.61,29.96,24.12,172.3,30.5,49.49,62.92,31.22,66.25,27.87,84.87,71.9,24.0,4.24,40.91,50.92,49.32,57.77,17.52,57.93,46.16,39.34,56.63,19.71,30.24,65.26,43.61,31.94,27.94,30.7,20.83,30.2,23.0,52.56,70.68,7.49,14.93
